TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target,Target_pca
345.22,1,14,1,69.0,2,253.0,1.0,4046.58,1,1
74.85,1,33,0,72.0,2,117.0,1.0,2409.73,0,0
671.73,1,42,1,58.0,1,54.0,1.0,5211.88,0,0
255.04,1,39,0,45.0,1,152.0,1.0,6217.86,0,0
45.77000000000001,1,30,2,25.0,3,109.0,1.0,5978.12,2,2
329.69,0,35,2,26.0,3,66.0,1.0,1671.6599999999999,0,0
362.04,0,30,1,58.0,0,198.0,2.0,8421.88,2,2
47.41999999999999,1,36,0,64.0,0,28.0,1.0,8253.52,0,0
35.99000000000001,1,24,1,63.0,2,129.0,1.0,4489.79,2,2
151.19,0,27,1,37.0,0,96.0,1.0,11903.82,2,2
242.62,0,37,2,22.0,3,234.0,1.0,483.02000000000044,0,0
48.72,1,41,1,21.0,3,16.999999999999986,1.0,816.0799999999999,0,0
43.46000000000001,1,4,0,25.0,3,80.0,1.0,578.0599999999995,3,3
1036.21,1,29,2,25.0,3,126.0,1.0,477.3000000000002,2,2
443.79,1,19,0,53.0,2,87.0,1.0,3133.8500000000004,1,1
365.14,1,9,2,68.0,2,57.0,1.0,5894.09,3,3
757.41,1,20,0,22.0,3,37.0,1.0,9532.42,1,1
20.54000000000002,1,13,1,51.0,1,72.0,1.0,5327.03,1,1
475.36,1,31,0,34.0,1,105.0,1.0,2000.6,2,2
34.74000000000001,1,37,0,56.0,2,24.000000000000014,1.0,6827.57,0,0
689.54,1,28,1,27.0,3,93.0,1.0,1633.7600000000002,2,2
211.18,1,42,0,73.0,2,90.0,1.0,4069.17,0,0
211.36,0,13,1,51.0,1,286.00000000000006,1.0,7943.47,1,1
744.41,0,15,2,39.0,1,107.0,1.0,8842.47,1,1
61.43000000000001,1,31,2,24.0,3,170.0,1.0,1882.77,2,2
167.44,1,23,1,37.0,0,82.0,1.0,12526.71,2,2
361.46,1,26,2,21.0,3,83.0,1.0,4737.84,2,2
378.85,1,41,1,78.0,2,126.0,1.0,2300.53,0,0
241.11,1,8,1,30.0,0,55.0,1.0,12385.05,3,3
131.93,0,13,1,31.0,1,13.0,1.0,4547.06,1,1
20.28000000000003,1,28,2,36.0,1,213.0,1.0,2047.83,2,2
415.88,1,36,1,70.0,0,170.0,1.0,10008.33,0,0
1221.65,1,10,2,27.0,3,153.0,1.0,243.92000000000007,1,1
100.66,1,9,1,50.0,0,144.0,1.0,14473.33,3,3
485.54,1,21,2,19.0,3,148.0,1.0,1533.3199999999997,2,1
321.15,1,20,1,46.0,0,179.0,1.0,7005.05,1,1
711.3,1,38,1,21.0,3,51.0,1.0,955.3999999999996,0,0
12.230000000000018,1,15,0,42.0,1,139.0,1.0,7844.88,1,1
350.94,1,7,0,20.0,3,64.0,1.0,221.5600000000004,3,3
301.85,1,8,2,54.0,1,25.0,1.0,6586.19,3,3
29.339999999999975,1,21,2,65.0,2,30.0,1.0,3944.82,2,1
231.71,1,33,1,27.0,3,148.0,1.0,1127.98,0,0
179.43,1,28,0,58.0,2,244.0,1.0,2626.63,2,2
36.70999999999998,1,17,1,48.0,0,55.0,1.0,6459.38,1,1
138.12,0,20,1,53.0,0,281.0,1.0,1649.69,1,1
233.24,1,21,0,33.0,1,72.0,1.0,6939.23,2,1
609.14,1,40,0,39.0,1,177.0,1.0,9033.87,0,0
436.64,1,20,1,31.0,0,111.0,1.0,14365.18,1,1
870.4299999999998,1,20,1,29.0,0,55.0,1.0,10115.18,1,1
354.4,1,6,0,74.0,2,128.0,1.0,7358.65,3,3
22.629999999999995,1,18,2,53.0,1,112.0,1.0,4438.03,1,1
182.19,1,23,1,26.0,3,53.0,1.0,1176.0999999999995,2,2
126.81,1,30,1,26.0,1,290.0,1.0,5427.98,2,2
288.17,1,41,2,37.0,1,50.0,1.0,3653.11,0,0
118.76999999999998,1,1,1,55.0,1,123.0,1.0,2104.82,3,3
651.82,1,16,0,21.0,3,166.0,1.0,1802.77,1,1
66.65,1,11,0,37.0,1,33.0,1.0,3559.96,1,1
98.53,1,10,1,69.0,2,166.0,1.0,3564.8,1,1
138.95,1,42,2,71.0,2,30.0,1.0,6752.92,0,0
33.889999999999986,1,26,1,26.0,3,177.0,1.0,1444.75,2,2
23.70999999999998,1,1,1,58.0,0,164.0,1.0,10788.89,3,3
1830.0,1,35,2,55.0,1,238.0,1.0,2235.7,0,0
26.060000000000002,1,36,0,65.0,0,283.0,1.0,12893.63,0,0
17.069999999999993,1,20,1,27.0,1,44.0,1.0,2798.15,1,1
703.89,1,35,2,46.0,1,62.0,1.0,3583.67,0,0
1271.9,1,15,0,47.0,1,155.0,1.0,2120.8,1,1
26.55000000000001,1,15,0,77.0,2,228.0,1.0,3085.38,1,1
147.4,1,38,1,42.0,1,259.0,1.0,6797.71,0,0
202.11,1,22,0,27.0,3,18.0,1.0,746.4700000000003,2,2
308.42,1,26,1,75.0,2,39.0,1.0,5427.81,2,2
11.180000000000007,1,24,0,53.0,1,144.0,1.0,7467.3,2,2
294.15,1,14,2,38.0,1,136.0,1.0,6362.16,1,1
139.45,1,4,2,27.0,3,31.000000000000014,1.0,1305.7600000000002,3,3
432.63,1,7,0,29.0,0,137.0,1.0,13648.36,3,3
131.43,1,5,2,43.0,0,65.0,1.0,1337.5,3,3
516.72,1,23,0,42.0,1,128.0,1.0,2015.69,2,2
121.82,1,7,2,69.0,0,123.0,3.0,8354.54,3,3
374.5,0,37,1,26.0,3,178.0,1.0,1671.5100000000002,0,0
166.13,1,29,0,68.0,0,227.0,1.0,11822.53,2,2
626.9,1,6,0,23.0,3,146.0,1.0,587.1099999999997,3,3
466.85,1,2,1,56.0,2,165.0,1.0,5422.53,3,3
788.84,1,31,2,58.0,2,231.0,1.0,1913.73,2,2
525.28,1,7,0,69.0,2,134.0,1.0,4693.6,3,3
632.69,1,10,0,80.0,2,76.0,1.0,4363.74,1,1
124.35,1,28,0,72.0,2,90.0,1.0,3319.76,2,2
43.849999999999994,1,14,0,62.0,2,122.0,1.0,4356.98,1,1
283.81,1,36,1,28.0,3,29.0,1.0,1519.35,0,0
168.53,1,37,0,71.0,2,112.0,1.0,5962.58,0,0
218.59,0,10,1,40.0,1,123.0,1.0,6699.23,1,1
132.84,1,28,0,21.0,3,143.0,1.0,822.7299999999996,2,2
157.37,0,9,1,42.0,0,289.0,1.0,13964.31,3,3
144.77,1,0,2,20.0,3,159.0,1.0,867.3199999999997,3,3
643.22,1,1,0,64.0,0,93.0,1.0,1035.8600000000001,3,3
1392.54,1,12,1,41.0,0,297.0,1.0,13347.69,1,1
208.07,1,28,2,32.0,0,36.0,1.0,8478.9,2,2
295.5,1,23,0,59.0,2,36.0,1.0,6280.66,2,2
30.230000000000018,1,2,0,44.0,0,99.0,1.0,481.1300000000001,3,3
112.05000000000001,0,31,0,26.0,3,159.0,1.0,1122.8800000000006,2,2
180.24,1,31,1,58.0,1,144.0,1.0,8431.23,2,2
13.70999999999998,0,10,2,38.0,1,148.0,1.0,8342.79,1,1
96.54000000000002,1,27,1,58.0,2,95.0,1.0,7182.22,2,2
79.35,1,20,2,67.0,2,70.0,1.0,1692.15,1,1
101.03999999999999,1,35,0,27.0,3,160.0,1.0,1695.5699999999997,0,0
74.42000000000002,1,12,2,49.0,1,68.0,1.0,6264.21,1,1
39.660000000000025,1,41,1,52.0,1,169.0,1.0,8497.34,0,0
99.36000000000001,1,39,0,40.0,0,46.0,1.0,1272.12,0,0
123.85,1,19,2,56.0,1,244.0,1.0,3959.62,1,1
426.93,1,29,0,19.0,3,248.0,1.0,476.1899999999996,2,2
133.73,0,38,2,25.0,3,123.0,1.0,1872.2200000000003,0,0
222.39,1,41,2,49.0,1,73.0,1.0,3117.39,0,0
215.94,0,41,2,22.0,3,140.0,1.0,1841.69,0,0
6.300000000000011,1,8,1,80.0,2,283.0,5.0,7697.68,3,3
826.23,1,7,0,29.0,0,209.0,1.0,7580.59,3,3
131.45999999999998,1,5,1,67.0,2,258.0,1.0,6642.33,3,3
202.86,0,22,1,61.0,0,149.0,1.0,7642.25,2,2
268.39,1,24,0,26.0,3,171.0,1.0,136.73999999999978,2,2
194.85,1,17,2,23.0,3,130.0,4.0,319.84000000000015,1,1
712.75,1,30,1,44.0,0,25.0,1.0,8126.06,2,2
353.82,1,25,0,42.0,0,143.0,1.0,705.75,2,2
212.74,1,39,1,27.0,1,128.0,1.0,7645.47,0,0
364.42,1,7,0,51.0,1,146.0,1.0,8119.73,3,3
195.12,1,21,0,46.0,0,144.0,1.0,6101.15,2,1
230.61,1,33,1,80.0,2,204.0,1.0,2561.42,0,0
739.28,0,40,1,58.0,0,47.0,1.0,11905.64,0,0
390.35,0,29,0,64.0,0,61.0,1.0,7095.88,2,2
242.03,1,9,2,58.0,1,124.0,1.0,4382.73,3,3
242.39,0,35,0,18.0,3,271.0,1.0,1328.73,0,0
135.03,1,37,0,23.0,3,180.0,1.0,1278.0,0,0
193.54,1,28,1,80.0,2,267.0,1.0,2929.51,2,2
775.23,0,0,2,59.0,0,38.0,1.0,5977.59,3,3
266.57,1,12,0,72.0,2,100.0,1.0,7676.92,1,1
153.4,1,23,0,45.0,1,144.0,1.0,4657.7,2,2
946.94,1,5,1,53.0,2,251.0,1.0,5579.11,3,3
5.119999999999948,1,27,1,34.0,1,90.0,1.0,3293.01,2,2
119.11000000000001,1,11,0,57.0,1,131.0,1.0,7998.25,1,1
1096.7,1,7,2,24.0,3,147.0,1.0,1093.8900000000003,3,3
119.72,1,40,1,30.0,1,123.0,1.0,3435.34,0,0
107.4,1,41,2,58.0,0,32.0,1.0,344.0699999999997,0,0
115.92000000000002,1,33,0,53.0,2,57.0,1.0,3897.17,0,0
438.04,1,30,0,67.0,2,247.0,1.0,5358.95,2,2
677.29,1,15,2,27.0,1,287.0,1.0,627.79,1,1
296.0,1,19,1,35.0,0,248.0,1.0,7418.82,1,1
299.09,0,4,1,36.0,1,84.0,1.0,5615.26,3,3
461.52,0,10,1,24.0,3,44.0,1.0,1995.1800000000003,1,1
